,F,I,tfidf,H,H-tilde,H-tilde_std,N
ADA,4.325011650500134e-06,0.48747027711239443,5.131845798479014,7.234500335525005,7.721970612637399,0.017303167902369042,216
ADAD2,1.802088187708389e-07,0.22155555555555217,7.848522874112943,2.94770277922009,3.169258334775642,0.01215334126531719,9
ADAL,6.067030231951576e-06,0.16156268261848794,3.825163591998902,8.035188669913039,8.196751352531527,0.017324409067676436,303
ADAM10,3.5441067691598314e-05,0.23328168218828793,2.342130106316396,10.298620560748558,10.531902242936846,0.01539725453457623,1770
ADAM11,1.802088187708389e-07,0.22088888888888558,7.848522874112943,2.94770277922009,3.1685916681089754,0.017161541851573474,9
ADAM12,3.784385194187617e-06,1.017125488217717,7.319375067443665,6.515081561796549,7.532207050014266,0.017097967701665582,189
ADAM15,2.482877058620447e-05,0.16699188944296672,2.5180620656272046,9.925207590709256,10.092199480152223,0.01648169272348548,1240
ADAM17,2.3006659196410432e-05,0.23601706916395493,2.7181839505107526,9.758651825909492,9.994668895073447,0.0162704972270522,1149
ADAM19,2.6030162711343396e-06,1.009358206629484,7.831995819965879,5.993532382552651,7.002890589182135,0.017636744862389222,130
ADAM2,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
ADAM20,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
ADAM20P1,2.803248291990827e-07,0.141000000000028,6.9902613428389335,3.6644977792004614,3.8054977792004894,0.01618200057176478,14
ADAM22,4.485197267185323e-06,0.3093116322926308,4.55085114738284,7.463517645233256,7.7728292775258865,0.017071859890668797,224
ADAM23,6.207192646551117e-07,0.3172903225806589,6.912773200002952,4.631615665225585,4.948905987806244,0.01816515744436604,31
ADAM28,1.4016241459954137e-06,0.6548938589353144,7.377265743654989,5.464578373902383,6.119472232837698,0.016481137550132613,70
ADAM29,1.4016241459954136e-07,-0.0008571428571255701,7.109996169613805,2.807354922057604,2.8064977792004786,0.015625724470995184,7
ADAM30,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ADAM32,3.40394435456029e-07,0.23152941176473352,7.194236933242496,3.85216872360328,4.083698135368014,0.020705882353037913,17
ADAM33,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
ADAM5,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
ADAM6,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ADAM7,8.009280834259507e-08,-0.0004999999999983906,7.669611957549228,2.0,1.9995000000000016,0.01580348062918229,4
ADAM8,2.5829930690486907e-06,0.7674645500327042,6.805859400021553,6.22325252292911,6.990717072961814,0.017851281867310102,129
ADAM9,5.890826053597867e-05,0.5161359504508223,2.4509443257124133,10.59692726919429,11.113063219645113,0.015030437717449083,2942
ADAMDEC1,2.6030162711343396e-06,2.2190574703288375,19.76139887299142,4.78290800606479,7.001965476393628,0.016935656725257393,130
ADAMTS1,2.7632018878195298e-05,1.7002374038413333,7.1544347832652235,8.525956055863833,10.226193459705167,0.016252872548037936,1380
ADAMTS10,3.4840371629028854e-06,0.2922452715763182,4.771707863604531,7.123921800421561,7.416167071997879,0.017564848690007746,174
ADAMTS12,1.3735916630755053e-05,1.9528794341068245,10.165066548682265,7.364385616296156,9.31726505040298,0.016600210769779935,686
ADAMTS13,2.1024362189931206e-06,0.12437250537773092,4.790291614284157,6.5737227795502795,6.69809528492801,0.017575364688365274,105
ADAMTS14,5.606496583981654e-07,0.6391428571428062,8.015178507927594,4.1644977792004605,4.803640636343267,0.016796501112292098,28
ADAMTS15,2.2025522294213642e-07,0.7265454545454149,9.592639068360263,2.73215889136457,3.4587043459099847,0.011476170073928487,11
ADAMTS16,6.00696062569463e-08,0.6666666666666651,12.54413870716376,0.9182958340544894,1.5849625007211545,2.2598729860936256e-07,3
ADAMTS17,2.803248291990827e-07,0.2832857142857419,7.666166280361306,3.5216406363433186,3.8049263506290605,0.018467290434136342,14
ADAMTS18,1.2214153272245748e-06,0.3110454918741521,5.988161896256716,5.610904960442773,5.921950452316925,0.01747808550422017,61
ADAMTS2,8.169466450944697e-06,0.9095126281801447,5.4577986660128035,7.700179689831281,8.609692318011426,0.017300977488232748,408
ADAMTS3,3.804408396273266e-07,0.35425723695599487,7.461439645759838,3.8924071185928764,4.246664355548871,0.011461606374726483,19
ADAMTS4,3.323851546217695e-05,2.080484149923846,9.939427901486848,8.374100644977611,10.454584794901457,0.016412743274066267,1660
ADAMTS5,5.7266357964955475e-06,0.9174245588260899,6.052985135359365,7.197842266544056,8.115266825370146,0.017169083271362445,286
ADAMTS6,1.4817169543380087e-06,0.316008952790388,5.770557108389546,5.881552520946648,6.197561473737036,0.017731048088043707,74
ADAMTS7,3.5641299712454806e-06,0.566098385444195,5.680658024376322,6.882762222979686,7.448860608423881,0.017155484608881312,178
ADAMTS8,2.803248291990827e-07,0.14157142857145644,6.9902613428389335,3.6644977792004614,3.806069207771918,0.01349149390596445,14
ADAMTS9,2.6090232317600344e-05,1.5014577835152227,6.473356574142765,8.653492485129297,10.15495026864452,0.01645781468994509,1303
ADAMTSL1,2.683109079476935e-06,0.18419008389406066,4.717814161914864,6.860792362067272,7.044982445961333,0.01739262035543588,134
ADAMTSL2,4.032672900049661e-05,0.6610440037089411,3.0568327234499777,10.023802279630106,10.684846283339047,0.016030738525113126,2014
ADAMTSL3,1.1413225188819798e-06,0.20286394934200302,5.726913707820651,5.622363698375268,5.825227647717271,0.016633148909243434,57
ADAMTSL4,1.1212993167963308e-06,0.20578571428572623,5.7611493108298895,5.593069207771889,5.7988549220576155,0.017690508244297028,56
ADAMTSL5,3.804408396273266e-07,0.20800000000002328,6.95477450103795,4.037401197654112,4.245401197654135,0.016110422279014554,19
ADAP1,4.7655220963844065e-06,0.2863173990379897,4.387993501632043,7.571206208649734,7.857523607687724,0.017491161499609283,238
ADAP2,8.509860886400726e-06,0.4598997575817467,4.112700625100664,8.205362235022582,8.665261992604329,0.017319464730121473,425
ADAR,7.574777349000928e-05,0.163709682327827,1.6602266328919155,11.211348073187226,11.375057755515053,0.014273438844394403,3783
ADARB1,3.2237355357894512e-06,0.2330601071695062,4.68972038975066,7.073092188646748,7.306152295816254,0.017558192802132652,161
ADARB2,3.2037123337038027e-07,0.372625000000002,7.98887010610164,3.625,3.997625000000002,0.017065590379477517,16
ADAT1,7.408584771690044e-07,0.10170932736485305,5.814875871875688,5.101345257520842,5.203054584885695,0.01838147982521524,37
ADAT2,2.0423666127361743e-06,0.06325711335766826,4.653426139590324,6.593993969422476,6.657251082780144,0.01663346672310848,102
ADAT3,7.268422357090502e-06,0.23247643526164907,3.8384096981176183,8.215866164957236,8.448342600218885,0.01724382762841133,363
ADCK1,7.829072015488668e-06,0.2400116098987528,3.739788241022974,8.311386650258576,8.55139826015733,0.017334968163539348,391
ADCK2,2.713143882605408e-05,0.12498168966898682,2.375681454303713,10.077986628827631,10.202968318496618,0.016528284725759446,1355
ADCK3,2.4788724182033172e-05,0.1955333877084513,2.5795124423354685,9.894733757929407,10.090267145637858,0.016586921656372856,1238
ADCK4,1.69996985707158e-05,0.1290974051576672,2.783491628383672,9.472802015617457,9.601899420775124,0.016718711647430752,849
ADCK5,7.008120729977069e-06,0.12169359543965896,3.59579644689491,8.275468897534251,8.39716249297391,0.017585032479868475,350
ADCY1,1.361577741824116e-05,0.4948398254427264,3.8746375783245854,8.81143869342065,9.306278518863376,0.016616869210200752,680
ADCY10,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ADCY10P1,1.2414385293102235e-06,0.35743366938973686,6.229274559383865,5.587181995835851,5.944615665225588,0.017395174382954046,62
ADCY2,1.1433248390905445e-05,0.5566836139790503,4.206112076411377,8.513387024719416,9.070070638698466,0.016906535018035667,571
ADCY3,1.854148513131076e-05,1.4259746540714726,6.544787483914339,8.289039062625191,9.715013716696664,0.016704085044640677,926
ADCY4,1.5818329647662524e-06,0.30066946205273215,5.720087794671255,5.990427741820604,6.291097203873336,0.017539736729686766,79
ADCY5,1.1112877157535066e-05,0.43002935836328327,3.873938034630097,8.600754350506365,9.030783708869649,0.01689817208689304,555
ADCY6,2.1244617412873342e-05,0.17872205616166603,2.68674159215898,9.713468259914666,9.892190316076332,0.017069319563166194,1061
ADCY7,4.625359681784865e-06,0.30536213039169446,4.423828925249194,7.511362935428652,7.816725065820346,0.0169945149175075,231
ADCY9,1.3235336578613834e-05,0.3464715921258925,3.488790593012214,8.921021278483241,9.267492870609134,0.017399591488574423,661
ADCYAP1,0.000342336686058337,2.6308771788292162,10.89018262168131,9.819115560162807,12.449992738992023,0.008030659796818336,17097
ADCYAP1R1,4.0046404171297534e-07,0.9348443751080948,10.951666114801865,3.3841837197791893,4.319028094887284,0.01678064363145343,20
ADD1,9.442942103591958e-05,0.21344647160598207,1.604504964814147,11.372966022267656,11.586412493873638,0.01364078783434861,4716
ADD2,1.361577741824116e-06,0.8415044556019078,8.147198512796779,5.23637015035435,6.077874605956258,0.01636848602075903,68
ADD3,4.347037172794347e-05,0.5497753108031205,2.800076632878271,10.223199366004815,10.772974676807936,0.015289465180276277,2171
ADGB,1.0011601042824384e-07,3.064215547965432e-14,7.446468406235018,2.321928094887362,2.321928094887393,0.0,5
ADGRA1,3.1035963232755586e-06,0.43834899773081837,5.401985389016874,6.813063518107674,7.251412515838492,0.017641293290910538,155
ADGRA2,1.2554547707701777e-05,0.8429608366221206,4.803512476922082,8.353563809388925,9.196524646011046,0.017112907813144992,627
ADGRA3,1.0251879467852169e-05,0.3004558648619078,3.618716189810088,8.621262884769072,8.92171874963098,0.016690369453429294,512
ADGRB1,5.806728604838142e-07,0.27075862068962664,6.770955372809064,4.582118926162055,4.852877546851682,0.018572607159167316,29
ADGRB2,9.010440938541945e-07,0.27613628032583826,6.221936160622468,5.208411151837153,5.484547432162992,0.01807458796286166,45
ADGRB3,9.010440938541945e-07,0.17142222222224834,5.863537593619915,5.314075318551897,5.485497540774145,0.01666228089429113,45
ADGRD1,7.408584771690044e-07,0.3596695947115869,6.710032491122806,4.844324311457952,5.203993906169539,0.017161544988952362,37
ADGRE2,8.409744875972482e-07,0.32679155029747786,6.600669908615646,5.058984089445428,5.3857756397429055,0.017546806674219744,42
ADGRE3,1.201392125138926e-07,0.33300000000001706,8.935762087482022,2.2516291673878226,2.5846291673878397,0.01053565374756146,6
ADGRE5,2.1344733423301584e-05,0.5900057185901062,3.6173322017201506,9.307665559599075,9.897671278189181,0.01637064962386607,1066
ADGRF1,4.925707713069597e-06,1.4615447617626556,8.238314327639204,6.4426196365128945,7.90416439827555,0.017639754718351792,246
ADGRF2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ADGRF3,1.5618097626806037e-06,0.1931601310896367,5.356829485376304,6.080274013734043,6.27343414482368,0.016920053236388212,78
ADGRF4,7.208352750833556e-07,0.38364569756942046,7.061723365261215,4.781036112553423,5.164681810122843,0.018320293067777712,36
ADGRF5,1.1393201986734148e-05,1.3534042010264749,7.611488825885504,7.712190406253889,9.065594607280364,0.017566794847920477,569
ADGRG1,0.000127127310041784,0.6039255132725234,2.0132283503896744,11.240855538651049,11.844781051923572,0.012416794195619535,6349
ADGRG2,8.28960566345859e-06,0.3028083467705738,3.8843288944673944,8.327185651963712,8.629993998734285,0.017190346685806383,414
ADGRG3,1.0412065084537358e-06,0.5445939904261721,6.977134923921737,5.147461112330256,5.692055102756428,0.018464583088794596,52
ADGRG4,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
ADGRG5,1.201392125138926e-07,-0.00033333333331642123,7.2641468494410635,2.584962500721156,2.5846291673878397,0.01053565374756146,6
ADGRG6,3.3638979503889928e-06,0.4766190577407574,5.261756451091409,6.889166678653875,7.365785736394632,0.017644538108777027,168
ADGRL1,3.4439907587315876e-05,0.21703076850203118,2.3599331801028267,10.2802134565431,10.497244225045131,0.016021108249879602,1720
ADGRL2,1.201392125138926e-05,0.551417200838717,4.111117638041979,8.585956821481881,9.137374022320598,0.017098051045564965,600
ADGRL3,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
ADGRL4,8.029304036345156e-06,1.4283647159326778,9.1790137288231,7.157196895931944,8.585561611864621,0.017094154818571787,401
ADGRV1,4.565290075527919e-06,0.11196156421795234,3.9785140095817937,7.685917316777342,7.797878880995294,0.01812892930409497,228
ADH1A,4.4051044588427285e-07,0.4849494319166108,8.052896790675522,3.970573095811685,4.455522527728296,0.018441553851147655,22
ADH1B,1.6018561668519014e-07,0.5941109377704361,9.685529132588083,2.4056390622295662,2.9997500000000024,0.007901740323548252,8
ADH1C,8.650023301000268e-06,1.8135184244041014,10.263691596958028,6.874929276599898,8.688447701004,0.01745874936924871,432
ADH5,2.6510719561398965e-05,0.2137304730432934,2.556650623827106,9.96052653292393,10.174257005967224,0.016396842016725865,1324
ADH6,6.607656688264092e-07,0.38166325764124753,7.040084886590299,4.657882376868652,5.039545634509899,0.017099073945772626,33
ADH7,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
ADHFE1,1.201392125138926e-06,0.1029355435775896,5.276689527194282,5.794309137239128,5.897244680816717,0.018040477175257235,60
ADI1,2.8933527013762467e-05,0.3644002391551293,2.786460348637525,9.919778676019439,10.284178915174568,0.015301224310632763,1445
ADIPOR1,0.00011577415445922116,0.1522195107821389,1.3820669751035675,11.614877716266932,11.76709722704907,0.012276445028954407,5782
ADIPOR2,4.741494253881628e-05,0.21088485066920093,2.073481469457701,10.6618520660163,10.8727369166855,0.015332239357492292,2368
ADIRF,2.2746357569297e-05,1.8506302326508042,7.573542511452954,8.128677406551837,9.979307639202641,0.016665272763259645,1136
ADK,3.532092847908442e-05,0.23519245669688793,2.3552762276356565,10.292317612273841,10.527510068970729,0.016210187136425625,1764
ADM,0.0001704374961530423,1.4863255753884115,4.664929247630189,10.57973803956985,12.066063614958262,0.011247760901235228,8512
ADM2,8.60997689682897e-07,0.041255813953591236,5.444861383728268,5.379753126795121,5.421008940748712,0.014871433830860672,43
ADM5,4.4051044588427285e-07,0.08754545454554563,6.297640256228824,4.3685225277282065,4.456067982273752,0.017160159490628494,22
ADNP,3.2097192943294975e-05,0.1499833243977644,2.284810601987664,10.26158614714044,10.411569471538204,0.015801268207394692,1603
ADNP2,1.4757099937123141e-05,0.24774327985955047,3.171073407951309,9.16604597462168,9.41378925448123,0.01670790917133521,737
ADO,1.4316589491238868e-05,0.2335779519263621,3.1758947832986197,9.13974569036465,9.373323642291012,0.017254641337130904,715
ADORA1,3.2237355357894512e-06,0.6708620836844208,6.035363866428216,6.635802573777754,7.306664657462175,0.01677422909337416,161
ADORA2A,2.803248291990827e-07,0.5704285714285997,8.473832240199133,3.2359263506290326,3.8063549220576323,0.011910379612152834,14
ADORA2B,1.3816009439097648e-06,0.2601758349950254,5.705796019914071,5.8367144929786985,6.096890327973724,0.018594793367328482,69
ADORA3,1.1212993167963308e-06,1.41636796360455,13.074948306114058,4.383272672738775,5.799640636343325,0.015945698681626774,56
ADPGK,2.2706311165125702e-05,0.3115223758251755,2.8949367216415087,9.667226648437246,9.978749024262422,0.016676942671838904,1134
ADPRH,4.985777319326543e-06,0.10115058836138413,3.8736339129469806,7.820424070613609,7.921574658974993,0.017955666411936206,249
ADPRHL1,3.884501204615861e-06,0.1050738856955018,4.13446078318364,7.465892223630426,7.570966109325928,0.016846993440093265,194
ADPRHL2,3.5901601339568236e-05,0.19694750105355574,2.2721424695037165,10.350619672769215,10.54756717382277,0.01595184133330238,1793
ADPRM,7.80904881340302e-06,0.13781768391978488,3.5368957551070976,8.408587300918002,8.546404984837787,0.017396812946319302,390
ADRA1A,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
ADRA1D,1.802088187708389e-07,-0.0013333333333371833,6.8586817413329,3.169925001442312,3.168591668108975,0.01716154185167698,9
ADRA2A,6.427447869493254e-06,0.46216281849210006,4.5852229869912415,7.814579759633835,8.276742578125935,0.017568962649981635,321
ADRA2B,5.806728604838142e-07,0.8231724137930767,9.328029097135667,4.03039478823102,4.853567202024097,0.017158975510776234,29
ADRA2C,4.064710023386699e-06,0.8539320894510416,6.299160472386538,6.780700942388912,7.634633031839954,0.016692807363023626,203
ADRB1,2.4228074523635006e-06,0.26735614474910285,5.132628516950551,6.631632762050103,6.898988906799206,0.018676077195990466,121
ADRB2,1.701972177280145e-06,0.4619382769303808,6.0454982668662645,5.934514136412993,6.396452413343374,0.01715219908183331,85
